Date;Week day;ON;1W;1M;2M;3M;6M;12M
04.11.2015;Wed;0.48250;0.48680;0.51250;0.53740;0.57810;0.74310;1.05560
03.11.2015;Tue;0.48250;0.48660;0.51440;0.53710;0.57810;0.73750;1.04810
02.11.2015;Mon;0.48250;0.48660;0.51350;0.53750;0.57940;0.73690;1.04750
30.10.2015;Fri;0.47750;0.48530;0.51070;0.53690;0.58000;0.73250;1.03880
29.10.2015;Thu;0.48250;0.48560;0.50940;0.54060;0.58000;0.74000;1.03000
28.10.2015;Wed;0.48250;0.48560;0.50570;0.54060;0.57810;0.73750;1.01750
27.10.2015;Tue;0.48250;0.48530;0.50630;0.53810;0.57940;0.74000;1.01880
26.10.2015;Mon;0.48250;0.48560;0.50660;0.53690;0.57940;0.74130;1.02650
23.10.2015;Fri;0.48250;0.48560;0.50600;0.53790;0.57940;0.74130;1.02500
22.10.2015;Thu;0.48250;0.48660;0.50760;0.53910;0.57940;0.74250;1.03150
21.10.2015;Wed;0.48250;0.48630;0.50510;0.53910;0.58060;0.74630;1.03280
20.10.2015;Tue;0.48250;0.48660;0.50630;0.53910;0.58190;0.74630;1.03090
19.10.2015;Mon;0.48250;0.48630;0.50760;0.53850;0.57940;0.74630;1.03210
16.10.2015;Fri;0.48250;0.48630;0.50630;0.53850;0.57810;0.74630;1.02710
15.10.2015;Thu;0.48250;0.48660;0.50660;0.53850;0.57940;0.74630;1.02400
14.10.2015;Wed;0.48250;0.48680;0.50660;0.53850;0.57940;0.74630;1.02840
13.10.2015;Tue;0.48380;0.48560;0.50660;0.53980;0.57940;0.74630;1.03280
12.10.2015;Mon;0.48250;0.48560;0.50980;0.53980;0.57560;0.74810;1.03810
09.10.2015;Fri;0.48250;0.48500;0.50730;0.53930;0.57440;0.74810;1.03940
08.10.2015;Thu;0.48250;0.48680;0.50820;0.53800;0.58190;0.74810;1.03810
07.10.2015;Wed;0.48130;0.48680;0.50820;0.53800;0.58310;0.74810;1.03690
06.10.2015;Tue;0.48130;0.48610;0.50820;0.53800;0.58310;0.74940;1.03280
05.10.2015;Mon;0.48130;0.48610;0.50790;0.53800;0.58440;0.74560;1.03150
02.10.2015;Fri;0.48130;0.48610;0.50820;0.53800;0.58440;0.74690;1.04400
01.10.2015;Thu;0.48130;0.48610;0.50790;0.53930;0.58060;0.74630;1.04150
30.09.2015;Wed;0.46380;0.48680;0.50820;0.53800;0.58310;0.74750;1.04150
29.09.2015;Tue;0.48130;0.48490;0.50820;0.53930;0.58310;0.75130;1.04090
28.09.2015;Mon;0.48130;0.48990;0.50820;0.53800;0.58690;0.75250;1.04710
25.09.2015;Fri;0.48130;0.48990;0.50940;0.54180;0.58310;0.75000;1.04280
24.09.2015;Thu;0.48130;0.48610;0.50860;0.54550;0.58440;0.74500;1.04400
23.09.2015;Wed;0.48130;0.48550;0.50940;0.54010;0.58690;0.74380;1.04530
22.09.2015;Tue;0.48130;0.48610;0.50690;0.53890;0.58380;0.74630;1.04650
21.09.2015;Mon;0.48130;0.48610;0.50790;0.53890;0.58560;0.74880;1.05030
18.09.2015;Fri;0.48130;0.48610;0.50760;0.53950;0.58630;0.75130;1.05210
17.09.2015;Thu;0.48130;0.48610;0.50850;0.54080;0.58750;0.75830;1.06960
16.09.2015;Wed;0.48060;0.48550;0.50980;0.54200;0.58750;0.76000;1.07250
15.09.2015;Tue;0.48060;0.48550;0.50910;0.54010;0.58750;0.75190;1.05690
14.09.2015;Mon;0.48250;0.48550;0.50790;0.53890;0.58880;0.75310;1.05440
11.09.2015;Fri;0.48130;0.48550;0.50660;0.53890;0.58630;0.75310;1.05440
10.09.2015;Thu;0.48130;0.48550;0.50540;0.53950;0.58690;0.74440;1.05560
09.09.2015;Wed;0.48130;0.48550;0.50510;0.54060;0.58680;0.74390;1.05310
08.09.2015;Tue;0.48130;0.48550;0.50910;0.54060;0.58610;0.74180;1.05030
07.09.2015;Mon;0.48130;0.48550;0.50680;0.54150;0.58630;0.74060;1.04990
04.09.2015;Fri;0.48000;0.48530;0.50620;0.54530;0.58560;0.74190;1.04840
03.09.2015;Thu;0.48130;0.48550;0.50560;0.54650;0.58560;0.74190;1.05310
02.09.2015;Wed;0.48130;0.48550;0.50530;0.54340;0.58310;0.74060;1.05400
01.09.2015;Tue;0.48130;0.48930;0.50530;0.54590;0.58560;0.74310;1.05430
28.08.2015;Fri;0.48130;0.48930;0.50600;0.54660;0.58690;0.74810;1.04900
27.08.2015;Thu;0.48250;0.48960;0.50760;0.54730;0.58690;0.75190;1.04900
26.08.2015;Wed;0.48130;0.48500;0.50790;0.54480;0.58690;0.74940;1.04650
25.08.2015;Tue;0.48130;0.48470;0.50790;0.54480;0.58440;0.74880;1.04650
24.08.2015;Mon;0.48130;0.48470;0.50880;0.54480;0.58560;0.74880;1.05030
21.08.2015;Fri;0.48130;0.48470;0.50630;0.54190;0.58440;0.74810;1.05590
20.08.2015;Thu;0.48130;0.48550;0.50730;0.54190;0.58500;0.74880;1.05900
19.08.2015;Wed;0.48130;0.48550;0.50630;0.54310;0.58630;0.75190;1.06090
18.08.2015;Tue;0.48250;0.48500;0.50540;0.54310;0.58630;0.75190;1.06090
17.08.2015;Mon;0.48130;0.48500;0.50790;0.54310;0.58560;0.75130;1.05710
14.08.2015;Fri;0.48130;0.48500;0.50910;0.54260;0.58440;0.75000;1.05530
13.08.2015;Thu;0.48130;0.48500;0.50910;0.54510;0.58940;0.75000;1.05560
12.08.2015;Wed;0.48130;0.48440;0.50790;0.54260;0.59130;0.75060;1.05440
11.08.2015;Tue;0.48130;0.48410;0.50630;0.54260;0.58940;0.75130;1.06440
10.08.2015;Mon;0.48130;0.48530;0.50630;0.53700;0.58940;0.75130;1.06940
07.08.2015;Fri;0.48130;0.48740;0.50540;0.53750;0.58730;0.75190;1.07060
06.08.2015;Thu;0.48130;0.48680;0.50570;0.54090;0.59000;0.75560;1.08280
05.08.2015;Wed;0.48130;0.48610;0.50600;0.54110;0.58810;0.75560;1.08430
04.08.2015;Tue;0.48130;0.48610;0.50680;0.54160;0.58530;0.75030;1.07030
03.08.2015;Mon;0.48130;0.48680;0.50680;0.54130;0.58130;0.75060;1.07090
31.07.2015;Fri;0.47750;0.48780;0.50710;0.54130;0.58160;0.75130;1.07840
30.07.2015;Thu;0.48250;0.48630;0.50840;0.54250;0.58090;0.74970;1.07430
29.07.2015;Wed;0.48250;0.48560;0.50840;0.54130;0.57910;0.75090;1.07060
28.07.2015;Tue;0.48250;0.48590;0.50980;0.54290;0.58040;0.75160;1.07370
27.07.2015;Mon;0.48250;0.48590;0.50980;0.54360;0.58100;0.75250;1.06990
24.07.2015;Fri;0.48250;0.48590;0.50980;0.54360;0.58060;0.75340;1.07210
23.07.2015;Thu;0.48250;0.48610;0.51230;0.54480;0.58280;0.75490;1.07590
22.07.2015;Wed;0.48250;0.48610;0.51050;0.54460;0.58410;0.75470;1.07590
21.07.2015;Tue;0.48250;0.48610;0.51100;0.54630;0.58250;0.75130;1.07310
20.07.2015;Mon;0.48250;0.48610;0.51190;0.54410;0.58410;0.75340;1.07530
17.07.2015;Fri;0.48250;0.48610;0.51040;0.54540;0.58380;0.75410;1.07780
16.07.2015;Thu;0.48250;0.48610;0.51230;0.54790;0.58440;0.75310;1.07490
15.07.2015;Wed;0.48250;0.48610;0.50910;0.54320;0.58410;0.75060;1.07030
14.07.2015;Tue;0.48250;0.48610;0.51010;0.54160;0.58220;0.74250;1.05650
13.07.2015;Mon;0.48250;0.48610;0.51130;0.54160;0.58190;0.73750;1.05150
10.07.2015;Fri;0.48250;0.48740;0.51010;0.54160;0.57810;0.73310;1.03560
09.07.2015;Thu;0.48380;0.48740;0.50980;0.54310;0.58030;0.73220;1.02940
08.07.2015;Wed;0.48250;0.48740;0.50660;0.53860;0.57810;0.72810;1.01990
07.07.2015;Tue;0.48250;0.48930;0.50730;0.53900;0.57810;0.72950;1.02780
06.07.2015;Mon;0.48250;0.48930;0.50850;0.54010;0.57940;0.73060;1.02780
03.07.2015;Fri;0.48250;0.48740;0.50850;0.54010;0.57690;0.73560;1.04180
02.07.2015;Thu;0.48250;0.48860;0.50930;0.54130;0.57810;0.73630;1.04870
01.07.2015;Wed;0.48130;0.48610;0.50680;0.54130;0.57690;0.73280;1.04150
30.06.2015;Tue;0.48130;0.49110;0.50790;0.54560;0.57850;0.73630;1.04060
29.06.2015;Mon;0.48190;0.49680;0.51260;0.54690;0.57940;0.73590;1.04750
26.06.2015;Fri;0.48190;0.49680;0.51290;0.54690;0.57690;0.74090;1.05740
25.06.2015;Thu;0.48190;0.49110;0.50980;0.54230;0.57500;0.73810;1.05590
24.06.2015;Wed;0.48190;0.49050;0.51260;0.54280;0.57340;0.73590;1.04840
23.06.2015;Tue;0.48190;0.48930;0.51260;0.54130;0.57190;0.72840;1.02870
22.06.2015;Mon;0.48190;0.48930;0.50990;0.54130;0.57190;0.72560;1.02120
19.06.2015;Fri;0.48190;0.48740;0.50790;0.53950;0.57190;0.72560;1.01780
18.06.2015;Thu;0.48060;0.48740;0.50730;0.53950;0.57190;0.72500;1.01870
17.06.2015;Wed;0.48060;0.48740;0.50850;0.53950;0.57310;0.72440;1.01780
16.06.2015;Tue;0.48060;0.48740;0.50660;0.53760;0.57130;0.71750;1.00460
15.06.2015;Mon;0.48060;0.48740;0.50660;0.53640;0.57130;0.72060;1.00400
12.06.2015;Fri;0.48060;0.48490;0.50660;0.53640;0.57130;0.71810;1.00840
11.06.2015;Thu;0.48060;0.48490;0.50630;0.53510;0.56880;0.71560;1.00840
10.06.2015;Wed;0.48060;0.48490;0.50380;0.53510;0.56880;0.71560;1.00960
09.06.2015;Tue;0.48060;0.48610;0.50630;0.53390;0.56880;0.71380;1.00120
08.06.2015;Mon;0.48190;0.48610;0.50660;0.53480;0.57130;0.71460;1.00030
05.06.2015;Fri;0.48310;0.48610;0.50660;0.53390;0.56940;0.71380;1.00370
04.06.2015;Thu;0.48060;0.48490;0.50570;0.53710;0.57090;0.71530;1.00400
03.06.2015;Wed;0.48060;0.48490;0.50690;0.53660;0.57030;0.71290;1.00120
02.06.2015;Tue;0.48060;0.48990;0.50940;0.53650;0.56840;0.71030;1.00090
01.06.2015;Mon;0.48190;0.49050;0.50820;0.53740;0.56720;0.70770;0.99810
29.05.2015;Fri;0.48190;0.48740;0.50660;0.53860;0.56720;0.70890;0.99930
28.05.2015;Thu;0.48060;0.48490;0.50660;0.54110;0.57090;0.70860;0.99840
27.05.2015;Wed;0.48060;0.48490;0.50730;0.54100;0.56720;0.70980;1.00180
26.05.2015;Tue;0.48060;0.48740;0.50560;0.53940;0.57090;0.71100;1.00090
22.05.2015;Fri;0.48130;0.48550;0.50980;0.54100;0.57060;0.71230;0.99960
21.05.2015;Thu;0.48130;0.48550;0.50660;0.54100;0.56690;0.71100;0.99900
20.05.2015;Wed;0.48130;0.48550;0.50660;0.54060;0.56690;0.71040;0.99530
19.05.2015;Tue;0.48130;0.48550;0.50660;0.54060;0.56690;0.70850;0.99150
18.05.2015;Mon;0.48130;0.48800;0.50410;0.53540;0.56690;0.70680;0.99490
15.05.2015;Fri;0.48130;0.49050;0.50660;0.53540;0.56690;0.70680;0.99680
14.05.2015;Thu;0.48130;0.48550;0.50540;0.53540;0.56690;0.70180;0.99710
13.05.2015;Wed;0.48130;0.48550;0.50410;0.53540;0.56750;0.70300;0.99990
12.05.2015;Tue;0.48130;0.48550;0.50660;0.53740;0.56750;0.70560;1.00370
11.05.2015;Mon;0.48130;0.48800;0.50980;0.53740;0.56750;0.70380;0.99740
08.05.2015;Fri;0.48130;0.48930;0.50850;0.53740;0.56750;0.70190;0.99710
07.05.2015;Thu;0.48130;0.48550;0.50730;0.53600;0.56810;0.70180;1.00460
06.05.2015;Wed;0.48130;0.48550;0.50630;0.53610;0.56810;0.70060;0.99930
05.05.2015;Tue;0.48130;0.48550;0.50630;0.53610;0.56750;0.70060;0.99460
01.05.2015;Fri;0.48310;0.49050;0.50630;0.53840;0.56750;0.70110;0.99060
30.04.2015;Thu;0.47940;0.49020;0.50760;0.53840;0.56880;0.70110;0.99090
29.04.2015;Wed;0.48060;0.48840;0.50760;0.53840;0.56810;0.69940;0.98990
28.04.2015;Tue;0.48060;0.49150;0.50510;0.53840;0.57280;0.69690;0.98680
27.04.2015;Mon;0.48060;0.48720;0.50600;0.53840;0.57060;0.69810;0.98990
24.04.2015;Fri;0.48060;0.48720;0.50820;0.54000;0.57060;0.69880;0.99240
23.04.2015;Thu;0.48060;0.48470;0.50660;0.54140;0.57130;0.70190;0.98990
22.04.2015;Wed;0.48060;0.48530;0.50690;0.54140;0.56590;0.69630;0.97990
21.04.2015;Tue;0.48060;0.48440;0.50790;0.54090;0.56630;0.69260;0.97400
20.04.2015;Mon;0.48060;0.48410;0.50510;0.53790;0.56880;0.69340;0.97400
17.04.2015;Fri;0.48060;0.48660;0.50320;0.53900;0.56880;0.68940;0.97460
16.04.2015;Thu;0.48060;0.48410;0.50190;0.54030;0.57000;0.69000;0.97280
15.04.2015;Wed;0.48060;0.48440;0.50320;0.54280;0.57210;0.69250;0.97210
14.04.2015;Tue;0.48060;0.48440;0.50510;0.54280;0.57090;0.69130;0.97090
13.04.2015;Mon;0.48060;0.48500;0.50320;0.54210;0.57030;0.68560;0.97280
10.04.2015;Fri;0.48060;0.48500;0.50350;0.54340;0.56900;0.68440;0.97210
09.04.2015;Thu;0.48060;0.48500;0.50380;0.54390;0.56900;0.68190;0.97150
08.04.2015;Wed;0.48060;0.48630;0.50410;0.54430;0.56900;0.68210;0.97030
07.04.2015;Tue;0.48060;0.48690;0.50760;0.54060;0.57030;0.68350;0.96960
02.04.2015;Thu;0.47810;0.48630;0.50790;0.54050;0.56900;0.68330;0.96710
01.04.2015;Wed;0.47810;0.48630;0.50630;0.54090;0.56960;0.68350;0.96840
31.03.2015;Tue;0.47500;0.48340;0.50320;0.54250;0.56960;0.68390;0.96590
30.03.2015;Mon;0.48000;0.48380;0.50320;0.54250;0.56960;0.68450;0.96590
27.03.2015;Fri;0.48000;0.48560;0.50380;0.53800;0.56960;0.68230;0.96780
26.03.2015;Thu;0.48000;0.48690;0.50350;0.53760;0.56780;0.67950;0.96210
25.03.2015;Wed;0.47880;0.48630;0.50350;0.53510;0.56440;0.67750;0.96150
24.03.2015;Tue;0.47750;0.48560;0.50320;0.53450;0.56440;0.67750;0.96210
23.03.2015;Mon;0.47880;0.48590;0.50320;0.53450;0.56440;0.67880;0.96090
20.03.2015;Fri;0.47880;0.48630;0.50540;0.53580;0.56590;0.68250;0.96780
19.03.2015;Thu;0.47810;0.48310;0.50790;0.53580;0.56630;0.68280;0.96960
18.03.2015;Wed;0.47810;0.48440;0.50350;0.53280;0.56440;0.68310;0.97060
17.03.2015;Tue;0.47810;0.48440;0.50600;0.53710;0.56410;0.68720;0.97430
16.03.2015;Mon;0.47810;0.48440;0.50690;0.53400;0.56400;0.68470;0.97710
13.03.2015;Fri;0.47810;0.48560;0.50660;0.53530;0.56180;0.68530;0.97960
12.03.2015;Thu;0.47810;0.48440;0.50440;0.53530;0.56150;0.68560;0.98150
11.03.2015;Wed;0.47810;0.48280;0.50100;0.53150;0.55960;0.68440;0.98560
10.03.2015;Tue;0.47810;0.48440;0.50320;0.53460;0.56160;0.68500;0.99150
09.03.2015;Mon;0.47810;0.48410;0.50600;0.53180;0.56280;0.68580;0.99240
06.03.2015;Fri;0.47810;0.48440;0.50540;0.53150;0.56400;0.68480;0.98620
05.03.2015;Thu;0.47810;0.48440;0.50410;0.53490;0.56280;0.68470;0.98370
04.03.2015;Wed;0.47810;0.48380;0.50410;0.53430;0.56340;0.68440;0.98210
03.03.2015;Tue;0.47810;0.48340;0.50040;0.53150;0.56260;0.68410;0.97870
02.03.2015;Mon;0.47810;0.48440;0.50190;0.53120;0.56150;0.68380;0.98030
27.02.2015;Fri;0.47810;0.48440;0.50540;0.53150;0.56370;0.68340;0.98030
26.02.2015;Thu;0.47940;0.48500;0.50290;0.53280;0.56340;0.68090;0.97120
25.02.2015;Wed;0.47940;0.48500;0.50540;0.53280;0.56460;0.68060;0.97090
24.02.2015;Tue;0.48190;0.48500;0.50290;0.53150;0.56460;0.68160;0.97490
23.02.2015;Mon;0.48000;0.48530;0.50350;0.53530;0.56460;0.68090;0.96990
20.02.2015;Fri;0.48130;0.48630;0.50380;0.53400;0.56490;0.68130;0.96960
19.02.2015;Thu;0.48060;0.48500;0.50320;0.53530;0.56340;0.68060;0.96930
18.02.2015;Wed;0.48000;0.48340;0.50230;0.53150;0.56180;0.68130;0.97960
17.02.2015;Tue;0.47690;0.48090;0.50040;0.53210;0.56150;0.67560;0.96490
16.02.2015;Mon;0.47500;0.48000;0.50290;0.53210;0.56280;0.68000;0.96340
13.02.2015;Fri;0.47440;0.48000;0.50290;0.52960;0.56280;0.68060;0.96430
12.02.2015;Thu;0.47310;0.48000;0.50510;0.52840;0.56400;0.68690;0.97560
11.02.2015;Wed;0.47310;0.48000;0.50380;0.52830;0.56530;0.68560;0.97780
10.02.2015;Tue;0.47190;0.48000;0.50380;0.52890;0.56460;0.68440;0.97560
09.02.2015;Mon;0.47190;0.48000;0.50350;0.52980;0.56370;0.68090;0.96900
06.02.2015;Fri;0.47190;0.48000;0.50480;0.53100;0.56240;0.68060;0.96240
05.02.2015;Thu;0.47060;0.48000;0.50410;0.53340;0.56370;0.68390;0.96120
04.02.2015;Wed;0.47060;0.47910;0.50480;0.53460;0.56400;0.68460;0.96120
03.02.2015;Tue;0.47000;0.47940;0.50540;0.53370;0.56340;0.68250;0.95560
02.02.2015;Mon;0.47000;0.47940;0.50380;0.52960;0.56340;0.68250;0.95650
30.01.2015;Fri;0.47000;0.47940;0.50260;0.52960;0.56340;0.68250;0.95590
29.01.2015;Thu;0.47000;0.48190;0.50380;0.52960;0.56460;0.68380;0.96280
28.01.2015;Wed;0.46940;0.48380;0.50440;0.53090;0.56400;0.68250;0.96030
27.01.2015;Tue;0.46940;0.47880;0.50130;0.52900;0.56400;0.68060;0.96150
26.01.2015;Mon;0.46940;0.47880;0.50440;0.53190;0.56530;0.68310;0.96030
23.01.2015;Fri;0.46940;0.47880;0.50160;0.52960;0.56590;0.67940;0.95960
22.01.2015;Thu;0.46940;0.47840;0.50160;0.52430;0.56340;0.68500;0.96150
21.01.2015;Wed;0.46940;0.47840;0.50160;0.52590;0.56060;0.68560;0.95780
20.01.2015;Tue;0.46940;0.47880;0.50380;0.52780;0.56310;0.68780;0.96280
19.01.2015;Mon;0.46940;0.47880;0.50380;0.52900;0.56310;0.68630;0.96090
16.01.2015;Fri;0.46940;0.47940;0.50350;0.52650;0.56060;0.68500;0.95340
15.01.2015;Thu;0.46940;0.47940;0.50320;0.52900;0.55970;0.68440;0.95900
14.01.2015;Wed;0.46940;0.47940;0.50320;0.52900;0.56280;0.68320;0.95960
13.01.2015;Tue;0.46940;0.47940;0.50320;0.52900;0.56030;0.68160;0.95590
12.01.2015;Mon;0.46940;0.47940;0.50440;0.52960;0.56060;0.68320;0.96400
09.01.2015;Fri;0.46940;0.47940;0.50320;0.52960;0.56120;0.68350;0.96490
08.01.2015;Thu;0.46690;0.47940;0.50320;0.52960;0.55990;0.68350;0.96530
07.01.2015;Wed;0.46690;0.47940;0.50440;0.52960;0.55990;0.68190;0.96210
06.01.2015;Tue;0.46690;0.47940;0.50410;0.52960;0.56430;0.68340;0.96430
05.01.2015;Mon;0.46690;0.47940;0.50290;0.52710;0.56340;0.68540;0.97560
02.01.2015;Fri;0.46690;0.48470;0.50540;0.52710;0.56340;0.68490;0.97530
31.12.2014;Wed;0.45310;0.48340;0.50380;0.52710;0.56400;0.68530;0.97560
30.12.2014;Tue;0.46690;0.48340;0.50320;0.52710;0.56210;0.68440;0.97590
29.12.2014;Mon;0.46690;0.48060;0.50190;0.52530;0.55960;0.68290;0.97590
24.12.2014;Wed;0.46690;0.48380;0.50160;0.52400;0.55960;0.68230;0.97740
23.12.2014;Tue;0.46690;0.47840;0.50290;0.52530;0.55960;0.68230;0.97680
22.12.2014;Mon;0.46690;0.47840;0.50380;0.52650;0.55960;0.68230;0.97810
19.12.2014;Fri;0.46690;0.47970;0.50320;0.52710;0.56150;0.68040;0.97650
18.12.2014;Thu;0.46690;0.47970;0.50320;0.52460;0.55960;0.68040;0.97280
17.12.2014;Wed;0.46690;0.47780;0.50290;0.52340;0.55900;0.68000;0.96960
16.12.2014;Tue;0.46690;0.47720;0.50070;0.52340;0.55900;0.68030;0.96960
15.12.2014;Mon;0.46690;0.47880;0.50190;0.52460;0.56030;0.68010;0.97650
12.12.2014;Fri;0.46690;0.47780;0.50160;0.52460;0.55990;0.67940;0.97620
11.12.2014;Thu;0.46690;0.47750;0.50040;0.52900;0.55980;0.67980;0.97650
10.12.2014;Wed;0.46810;0.47630;0.49820;0.52530;0.55700;0.68110;0.97780
09.12.2014;Tue;0.46690;0.48000;0.50040;0.52460;0.55460;0.67840;0.97780
08.12.2014;Mon;0.46690;0.47810;0.50160;0.52460;0.55680;0.67990;0.98370
05.12.2014;Fri;0.46690;0.47810;0.50160;0.52590;0.55590;0.67880;0.97490
04.12.2014;Thu;0.46690;0.47810;0.50410;0.52460;0.55280;0.67630;0.97340
03.12.2014;Wed;0.46810;0.47880;0.50480;0.52590;0.55310;0.67730;0.97370
02.12.2014;Tue;0.46940;0.47880;0.50410;0.52400;0.55300;0.67650;0.96960
01.12.2014;Mon;0.46810;0.48000;0.50410;0.52460;0.55210;0.67630;0.96840
28.11.2014;Fri;0.46940;0.48000;0.50260;0.52530;0.55280;0.67840;0.97120
27.11.2014;Thu;0.46810;0.48000;0.50260;0.52530;0.55400;0.67970;0.97210
26.11.2014;Wed;0.46940;0.48130;0.50440;0.52710;0.55650;0.68410;0.97680
25.11.2014;Tue;0.46940;0.48130;0.50440;0.53090;0.55530;0.68340;0.97870
24.11.2014;Mon;0.46690;0.48000;0.50410;0.52840;0.55530;0.68340;0.98210
21.11.2014;Fri;0.46810;0.48000;0.50480;0.53090;0.55650;0.68470;0.98060
20.11.2014;Thu;0.46690;0.48000;0.50540;0.53090;0.55740;0.68620;0.98240
19.11.2014;Wed;0.46690;0.48000;0.50480;0.52960;0.55740;0.68590;0.98460
18.11.2014;Tue;0.46810;0.48000;0.50540;0.52960;0.55610;0.68210;0.97870
17.11.2014;Mon;0.46940;0.48000;0.50570;0.52840;0.55530;0.68000;0.97680
14.11.2014;Fri;0.46810;0.48000;0.50570;0.52960;0.55650;0.68250;0.98150
13.11.2014;Thu;0.46940;0.48000;0.50630;0.52840;0.55650;0.68440;0.99180
12.11.2014;Wed;0.46810;0.48000;0.50440;0.52710;0.55650;0.68690;0.99780
11.11.2014;Tue;0.46880;0.48000;0.50660;0.52840;0.55650;0.69130;1.00710
10.11.2014;Mon;0.46940;0.48000;0.50600;0.52960;0.55710;0.69090;1.00560
07.11.2014;Fri;0.46810;0.48000;0.50660;0.52840;0.55710;0.69220;1.01460
06.11.2014;Thu;0.46810;0.48000;0.50850;0.52960;0.55840;0.69380;1.01460
05.11.2014;Wed;0.46750;0.47940;0.50790;0.52650;0.55840;0.69380;1.01340
04.11.2014;Tue;0.46810;0.47940;0.50790;0.52900;0.55740;0.69530;1.01370
03.11.2014;Mon;0.46810;0.47940;0.50660;0.52900;0.55480;0.69280;1.01210
31.10.2014;Fri;0.46630;0.47940;0.50690;0.52900;0.55340;0.69080;1.00740
30.10.2014;Thu;0.46940;0.47940;0.50690;0.52900;0.55460;0.69080;1.00620
29.10.2014;Wed;0.46940;0.48440;0.50690;0.52960;0.55460;0.69200;1.00280
28.10.2014;Tue;0.46940;0.47940;0.50660;0.52960;0.55710;0.69450;1.00310
27.10.2014;Mon;0.46940;0.47940;0.50600;0.52780;0.55710;0.69080;1.00240
24.10.2014;Fri;0.46940;0.47980;0.50290;0.52650;0.55340;0.68380;1.00340
23.10.2014;Thu;0.47060;0.47980;0.50290;0.52650;0.55340;0.68410;1.00490
22.10.2014;Wed;0.47060;0.47980;0.50320;0.52650;0.55210;0.68410;1.00240
21.10.2014;Tue;0.46940;0.47980;0.50320;0.53030;0.55530;0.69170;1.01180
20.10.2014;Mon;0.47690;0.47940;0.50320;0.52900;0.55780;0.69210;1.01400
17.10.2014;Fri;0.47440;0.48060;0.50630;0.52900;0.56030;0.69550;1.02120
16.10.2014;Thu;0.47440;0.48060;0.50630;0.52780;0.55960;0.69020;0.99840
15.10.2014;Wed;0.47440;0.48060;0.50510;0.52780;0.55960;0.68930;1.00400
14.10.2014;Tue;0.47440;0.48190;0.50730;0.52930;0.55840;0.68860;0.99150
13.10.2014;Mon;0.47440;0.48060;0.50510;0.52900;0.55960;0.70080;1.02370
10.10.2014;Fri;0.47440;0.48060;0.50440;0.52960;0.55990;0.70040;1.02340
09.10.2014;Thu;0.47440;0.48310;0.50510;0.52650;0.55990;0.69640;1.01430
08.10.2014;Wed;0.47440;0.48310;0.50730;0.53000;0.56090;0.70430;1.03430
07.10.2014;Tue;0.47560;0.48310;0.50600;0.53190;0.56280;0.70960;1.04650
06.10.2014;Mon;0.47560;0.48310;0.50570;0.53440;0.56280;0.71140;1.04960
03.10.2014;Fri;0.47560;0.48310;0.50570;0.53480;0.56280;0.70990;1.04560
02.10.2014;Thu;0.47560;0.48190;0.50320;0.53340;0.56280;0.70960;1.04620
01.10.2014;Wed;0.47690;0.48250;0.50790;0.53240;0.56430;0.71330;1.05900
30.09.2014;Tue;0.47250;0.48680;0.50760;0.53340;0.56530;0.71460;1.06150
29.09.2014;Mon;0.47560;0.48680;0.50440;0.53340;0.56490;0.71320;1.06030
26.09.2014;Fri;0.47560;0.48660;0.50940;0.53180;0.56490;0.71240;1.06030
25.09.2014;Thu;0.47690;0.48140;0.50690;0.53280;0.56410;0.71380;1.06650
24.09.2014;Wed;0.47560;0.48190;0.50660;0.53150;0.56440;0.71590;1.07090
23.09.2014;Tue;0.47750;0.48060;0.50850;0.53250;0.56460;0.71560;1.06900
22.09.2014;Mon;0.47500;0.48060;0.50850;0.53280;0.56620;0.71880;1.07280
19.09.2014;Fri;0.47630;0.48060;0.50510;0.53030;0.56530;0.72060;1.07400
18.09.2014;Thu;0.47630;0.48060;0.50630;0.53210;0.56650;0.71410;1.06180
17.09.2014;Wed;0.47560;0.47940;0.50630;0.53300;0.56710;0.70750;1.05210
16.09.2014;Tue;0.47500;0.47880;0.50440;0.53110;0.56340;0.70560;1.04990
15.09.2014;Mon;0.47500;0.47880;0.50440;0.53110;0.56340;0.70530;1.05180
12.09.2014;Fri;0.47500;0.47880;0.50440;0.53080;0.56340;0.70410;1.05240
11.09.2014;Thu;0.47500;0.47880;0.50440;0.52950;0.56030;0.69880;1.04740
10.09.2014;Wed;0.47500;0.48000;0.50380;0.52780;0.55880;0.69250;1.03240
09.09.2014;Tue;0.47500;0.48130;0.50280;0.52620;0.55800;0.69550;1.02870
08.09.2014;Mon;0.47190;0.47810;0.50220;0.52310;0.55810;0.69090;1.01740
05.09.2014;Fri;0.47560;0.48050;0.50130;0.52350;0.56160;0.70410;1.04900
04.09.2014;Thu;0.47130;0.47560;0.50310;0.52350;0.56160;0.70660;1.05150
03.09.2014;Wed;0.47250;0.47660;0.50160;0.52380;0.56190;0.70690;1.05150
02.09.2014;Tue;0.47380;0.47690;0.50350;0.52340;0.56080;0.70460;1.04840
01.09.2014;Mon;0.47000;0.47630;0.50090;0.52480;0.55960;0.70590;1.04780
29.08.2014;Fri;0.47060;0.47630;0.50090;0.52440;0.55960;0.70560;1.05340
28.08.2014;Thu;0.46630;0.47500;0.50280;0.52430;0.56150;0.70440;1.05210
27.08.2014;Wed;0.46750;0.47630;0.50280;0.52430;0.56150;0.70310;1.05090
